ANO;MES;NM_MES;PRODUTO;ESTADO - SIGLA;NM_ESTADO;VL_MEDIO_VENDA
2022;3;MARÇO;GASOLINA;MG;MINAS GERAIS;7.31
2022;3;MARÇO;GASOLINA;MS;MATO GROSSO DO SUL;6.93
2022;3;MARÇO;GASOLINA;MT;MATO GROSSO;6.77
2022;3;MARÇO;GASOLINA;PA;PARÁ;7.31
2022;3;MARÇO;GASOLINA;PB;PARAÍBA;6.93
2022;3;MARÇO;GASOLINA;PE;PERNAMBUCO;7.0
2022;3;MARÇO;GASOLINA;PI;PIAUÍ;7.64
2022;3;MARÇO;GASOLINA;PR;PARANÁ;6.93
2022;3;MARÇO;GASOLINA;RJ;RIO DE JANEIRO;7.58
2022;3;MARÇO;GASOLINA;RO;RONDÔNIA;7.2
2022;3;MARÇO;GASOLINA;RR;RORAIMA;6.82
2022;3;MARÇO;GASOLINA;RS;RIO GRANDE DO SUL;6.78
2022;3;MARÇO;GASOLINA;SC;SANTA CATARINA;6.84
2022;3;MARÇO;GASOLINA;SE;SERGIPE;7.02
2022;3;MARÇO;GASOLINA;SP;SÃO PAULO;6.66
2022;3;MARÇO;GASOLINA;TO;TOCANTINS;7.3
2022;3;MARÇO;GASOLINA ADITIVADA;AC;ACRE;7.4
2022;3;MARÇO;GASOLINA ADITIVADA;AL;ALAGOAS;7.28
2022;3;MARÇO;GASOLINA ADITIVADA;AM;AMAZONAS;7.22
2022;3;MARÇO;GASOLINA ADITIVADA;AP;AMAPÁ;6.48
2022;3;MARÇO;GASOLINA ADITIVADA;BA;BAHIA;7.5
2022;3;MARÇO;GASOLINA ADITIVADA;CE;CEARÁ;7.36
2022;3;MARÇO;GASOLINA ADITIVADA;DF;DISTRITO FEDERAL;7.24
2022;3;MARÇO;GASOLINA ADITIVADA;ES;ESPIRITO SANTO;7.23
2022;3;MARÇO;GASOLINA ADITIVADA;GO;GOIÁS;7.34
2022;3;MARÇO;GASOLINA ADITIVADA;MA;MARANHÃO;7.2
2022;3;MARÇO;GASOLINA ADITIVADA;MG;MINAS GERAIS;7.45
2022;3;MARÇO;GASOLINA ADITIVADA;MS;MATO GROSSO DO SUL;7.05
2022;3;MARÇO;GASOLINA ADITIVADA;MT;MATO GROSSO;6.9
2022;3;MARÇO;GASOLINA ADITIVADA;PA;PARÁ;7.41
2022;3;MARÇO;GASOLINA ADITIVADA;PB;PARAÍBA;7.06
2022;3;MARÇO;GASOLINA ADITIVADA;PE;PERNAMBUCO;7.18
2022;3;MARÇO;GASOLINA ADITIVADA;PI;PIAUÍ;7.8
2022;3;MARÇO;GASOLINA ADITIVADA;PR;PARANÁ;7.06
2022;3;MARÇO;GASOLINA ADITIVADA;RJ;RIO DE JANEIRO;7.71
2022;3;MARÇO;GASOLINA ADITIVADA;RO;RONDÔNIA;7.31
2022;3;MARÇO;GASOLINA ADITIVADA;RR;RORAIMA;6.95
2022;3;MARÇO;GASOLINA ADITIVADA;RS;RIO GRANDE DO SUL;6.92
2022;3;MARÇO;GASOLINA ADITIVADA;SC;SANTA CATARINA;6.94
2022;3;MARÇO;GASOLINA ADITIVADA;SE;SERGIPE;7.11
2022;3;MARÇO;GASOLINA ADITIVADA;SP;SÃO PAULO;6.86
2022;3;MARÇO;GASOLINA ADITIVADA;TO;TOCANTINS;7.42
2022;3;MARÇO;GNV;AL;ALAGOAS;4.63
2022;3;MARÇO;GNV;AM;AMAZONAS;4.38
2022;3;MARÇO;GNV;BA;BAHIA;4.04
2022;3;MARÇO;GNV;CE;CEARÁ;4.89
2022;3;MARÇO;GNV;DF;DISTRITO FEDERAL;6.82
2022;3;MARÇO;GNV;ES;ESPIRITO SANTO;4.93
2022;3;MARÇO;GNV;MG;MINAS GERAIS;4.91
2022;3;MARÇO;GNV;MS;MATO GROSSO DO SUL;4.64
2022;3;MARÇO;GNV;MT;MATO GROSSO;3.18
2022;3;MARÇO;GNV;PB;PARAÍBA;5.13
2022;3;MARÇO;GNV;PE;PERNAMBUCO;4.01
2022;3;MARÇO;GNV;PR;PARANÁ;5.49
2022;3;MARÇO;GNV;RJ;RIO DE JANEIRO;4.9
2022;3;MARÇO;GNV;RS;RIO GRANDE DO SUL;5.77
2022;3;MARÇO;GNV;SC;SANTA CATARINA;5.19
2022;3;MARÇO;GNV;SE;SERGIPE;4.89
2022;3;MARÇO;GNV;SP;SÃO PAULO;5.05
2022;4;ABRIL;DIESEL;AC;ACRE;7.49
2022;4;ABRIL;DIESEL;AL;ALAGOAS;6.91
2022;4;ABRIL;DIESEL;AM;AMAZONAS;6.75
2022;4;ABRIL;DIESEL;AP;AMAPÁ;6.43
2022;4;ABRIL;DIESEL;BA;BAHIA;6.83
2022;4;ABRIL;DIESEL;CE;CEARÁ;7.0
2022;4;ABRIL;DIESEL;DF;DISTRITO FEDERAL;6.86
2022;4;ABRIL;DIESEL;ES;ESPIRITO SANTO;6.39
2022;4;ABRIL;DIESEL;GO;GOIÁS;6.73
2022;4;ABRIL;DIESEL;MA;MARANHÃO;6.85
2022;4;ABRIL;DIESEL;MG;MINAS GERAIS;6.63
2022;4;ABRIL;DIESEL;MS;MATO GROSSO DO SUL;6.54
2022;4;ABRIL;DIESEL;MT;MATO GROSSO;6.91
2022;4;ABRIL;DIESEL;PA;PARÁ;7.02
2022;4;ABRIL;DIESEL;PB;PARAÍBA;6.64
2022;4;ABRIL;DIESEL;PE;PERNAMBUCO;6.59
2022;4;ABRIL;DIESEL;PI;PIAUÍ;7.03
2022;4;ABRIL;DIESEL;PR;PARANÁ;6.48
2022;4;ABRIL;DIESEL;RJ;RIO DE JANEIRO;6.5
2022;4;ABRIL;DIESEL;RO;RONDÔNIA;6.85
2022;4;ABRIL;DIESEL;RR;RORAIMA;6.78
2022;4;ABRIL;DIESEL;RS;RIO GRANDE DO SUL;6.41
2022;4;ABRIL;DIESEL;SC;SANTA CATARINA;6.47
2022;4;ABRIL;DIESEL;SE;SERGIPE;6.6
2022;4;ABRIL;DIESEL;SP;SÃO PAULO;6.48
2022;4;ABRIL;DIESEL;TO;TOCANTINS;6.67
2022;4;ABRIL;DIESEL S10;AC;ACRE;7.55
2022;4;ABRIL;DIESEL S10;AL;ALAGOAS;6.94
2022;4;ABRIL;DIESEL S10;AM;AMAZONAS;6.83
2022;4;ABRIL;DIESEL S10;AP;AMAPÁ;6.73
2022;4;ABRIL;DIESEL S10;BA;BAHIA;7.0
2022;4;ABRIL;DIESEL S10;CE;CEARÁ;7.01
2022;4;ABRIL;DIESEL S10;DF;DISTRITO FEDERAL;6.9
2022;4;ABRIL;DIESEL S10;ES;ESPIRITO SANTO;6.52
2022;4;ABRIL;DIESEL S10;GO;GOIÁS;6.87
2022;4;ABRIL;DIESEL S10;MA;MARANHÃO;6.9
2022;4;ABRIL;DIESEL S10;MG;MINAS GERAIS;6.8
2022;4;ABRIL;DIESEL S10;MS;MATO GROSSO DO SUL;6.68
2022;4;ABRIL;DIESEL S10;MT;MATO GROSSO;7.04
2022;4;ABRIL;DIESEL S10;PA;PARÁ;7.04
2022;4;ABRIL;DIESEL S10;PB;PARAÍBA;6.82
2022;4;ABRIL;DIESEL S10;PE;PERNAMBUCO;6.53
2022;4;ABRIL;DIESEL S10;PI;PIAUÍ;7.13
2022;4;ABRIL;DIESEL S10;PR;PARANÁ;6.64
2022;4;ABRIL;DIESEL S10;RJ;RIO DE JANEIRO;6.65
2022;4;ABRIL;DIESEL S10;RO;RONDÔNIA;6.9
2022;4;ABRIL;DIESEL S10;RR;RORAIMA;6.93
2022;4;ABRIL;DIESEL S10;RS;RIO GRANDE DO SUL;6.51
2022;4;ABRIL;DIESEL S10;SC;SANTA CATARINA;6.58
2022;4;ABRIL;DIESEL S10;SE;SERGIPE;6.8
2022;4;ABRIL;DIESEL S10;SP;SÃO PAULO;6.65
2022;4;ABRIL;DIESEL S10;TO;TOCANTINS;6.7
2022;4;ABRIL;ETANOL;AC;ACRE;6.25
2022;4;ABRIL;ETANOL;AL;ALAGOAS;5.51
2022;4;ABRIL;ETANOL;AM;AMAZONAS;5.57
2022;4;ABRIL;ETANOL;AP;AMAPÁ;6.44
2022;4;ABRIL;ETANOL;BA;BAHIA;5.76
2022;4;ABRIL;ETANOL;CE;CEARÁ;6.04
2022;4;ABRIL;ETANOL;DF;DISTRITO FEDERAL;6.08
2022;4;ABRIL;ETANOL;ES;ESPIRITO SANTO;6.02
2022;4;ABRIL;ETANOL;GO;GOIÁS;5.26
2022;4;ABRIL;ETANOL;MA;MARANHÃO;5.97
2022;4;ABRIL;ETANOL;MG;MINAS GERAIS;5.5
2022;4;ABRIL;ETANOL;MS;MATO GROSSO DO SUL;5.49
2022;4;ABRIL;ETANOL;MT;MATO GROSSO;5.01
2022;4;ABRIL;ETANOL;PA;PARÁ;6.27
2022;4;ABRIL;ETANOL;PB;PARAÍBA;5.39
2022;4;ABRIL;ETANOL;PE;PERNAMBUCO;5.61
2022;4;ABRIL;ETANOL;PI;PIAUÍ;5.96
2022;4;ABRIL;ETANOL;PR;PARANÁ;5.53
2022;4;ABRIL;ETANOL;RJ;RIO DE JANEIRO;6.38
2022;4;ABRIL;ETANOL;RO;RONDÔNIA;6.19
2022;4;ABRIL;ETANOL;RR;RORAIMA;6.24
2022;4;ABRIL;ETANOL;RS;RIO GRANDE DO SUL;6.49
2022;4;ABRIL;ETANOL;SC;SANTA CATARINA;6.2
2022;4;ABRIL;ETANOL;SE;SERGIPE;5.85
2022;4;ABRIL;ETANOL;SP;SÃO PAULO;5.11
2022;4;ABRIL;ETANOL;TO;TOCANTINS;5.96
2022;4;ABRIL;GASOLINA;AC;ACRE;7.56
2022;4;ABRIL;GASOLINA;AL;ALAGOAS;7.25
2022;4;ABRIL;GASOLINA;AM;AMAZONAS;7.49
2022;4;ABRIL;GASOLINA;AP;AMAPÁ;6.37
2022;4;ABRIL;GASOLINA;BA;BAHIA;7.28
2022;4;ABRIL;GASOLINA;CE;CEARÁ;7.5
2022;4;ABRIL;GASOLINA;DF;DISTRITO FEDERAL;7.57
2022;4;ABRIL;GASOLINA;ES;ESPIRITO SANTO;7.44
2022;4;ABRIL;GASOLINA;GO;GOIÁS;7.52
2022;4;ABRIL;GASOLINA;MA;MARANHÃO;7.26
2022;4;ABRIL;GASOLINA;MG;MINAS GERAIS;7.61
2022;4;ABRIL;GASOLINA;MS;MATO GROSSO DO SUL;7.17
2022;4;ABRIL;GASOLINA;MT;MATO GROSSO;7.02
2022;4;ABRIL;GASOLINA;PA;PARÁ;7.47
2022;4;ABRIL;GASOLINA;PB;PARAÍBA;7.09
2022;4;ABRIL;GASOLINA;PE;PERNAMBUCO;7.23
2022;4;ABRIL;GASOLINA;PI;PIAUÍ;8.05
2022;4;ABRIL;GASOLINA;PR;PARANÁ;7.2
2022;4;ABRIL;GASOLINA;RJ;RIO DE JANEIRO;7.84
2022;4;ABRIL;GASOLINA;RO;RONDÔNIA;7.43
2022;4;ABRIL;GASOLINA;RR;RORAIMA;7.05
2022;4;ABRIL;GASOLINA;RS;RIO GRANDE DO SUL;6.93
2022;4;ABRIL;GASOLINA;SC;SANTA CATARINA;7.1
2022;4;ABRIL;GASOLINA;SE;SERGIPE;7.32
2022;4;ABRIL;GASOLINA;SP;SÃO PAULO;6.92
2022;4;ABRIL;GASOLINA;TO;TOCANTINS;7.49
2022;4;ABRIL;GASOLINA ADITIVADA;AC;ACRE;7.62
2022;4;ABRIL;GASOLINA ADITIVADA;AL;ALAGOAS;7.35
2022;4;ABRIL;GASOLINA ADITIVADA;AM;AMAZONAS;7.47
2022;4;ABRIL;GASOLINA ADITIVADA;AP;AMAPÁ;6.67
2022;4;ABRIL;GASOLINA ADITIVADA;BA;BAHIA;7.37
2022;4;ABRIL;GASOLINA ADITIVADA;CE;CEARÁ;7.65
2022;4;ABRIL;GASOLINA ADITIVADA;DF;DISTRITO FEDERAL;7.64
2022;4;ABRIL;GASOLINA ADITIVADA;ES;ESPIRITO SANTO;7.56
2022;4;ABRIL;GASOLINA ADITIVADA;GO;GOIÁS;7.63
2022;4;ABRIL;GASOLINA ADITIVADA;MA;MARANHÃO;7.37
2022;4;ABRIL;GASOLINA ADITIVADA;MG;MINAS GERAIS;7.74
2022;4;ABRIL;GASOLINA ADITIVADA;MS;MATO GROSSO DO SUL;7.31
2022;4;ABRIL;GASOLINA ADITIVADA;MT;MATO GROSSO;7.15
2022;4;ABRIL;GASOLINA ADITIVADA;PA;PARÁ;7.59
2022;4;ABRIL;GASOLINA ADITIVADA;PB;PARAÍBA;7.23
2022;4;ABRIL;GASOLINA ADITIVADA;PE;PERNAMBUCO;7.38
2022;4;ABRIL;GASOLINA ADITIVADA;PI;PIAUÍ;8.21
2022;4;ABRIL;GASOLINA ADITIVADA;PR;PARANÁ;7.35
2022;4;ABRIL;GASOLINA ADITIVADA;RJ;RIO DE JANEIRO;7.97
2022;4;ABRIL;GASOLINA ADITIVADA;RO;RONDÔNIA;7.55
2022;4;ABRIL;GASOLINA ADITIVADA;RR;RORAIMA;7.21
2022;4;ABRIL;GASOLINA ADITIVADA;RS;RIO GRANDE DO SUL;7.06
2022;4;ABRIL;GASOLINA ADITIVADA;SC;SANTA CATARINA;7.19
2022;4;ABRIL;GASOLINA ADITIVADA;SE;SERGIPE;7.39
2022;4;ABRIL;GASOLINA ADITIVADA;SP;SÃO PAULO;7.11
2022;4;ABRIL;GASOLINA ADITIVADA;TO;TOCANTINS;7.58
2022;4;ABRIL;GNV;AL;ALAGOAS;4.59
2022;4;ABRIL;GNV;AM;AMAZONAS;4.38
2022;4;ABRIL;GNV;BA;BAHIA;4.06
2022;4;ABRIL;GNV;CE;CEARÁ;4.89
2022;4;ABRIL;GNV;DF;DISTRITO FEDERAL;6.82
2022;4;ABRIL;GNV;ES;ESPIRITO SANTO;4.91
2022;4;ABRIL;GNV;MA;MARANHÃO;5.0
2022;4;ABRIL;GNV;MG;MINAS GERAIS;4.93
2022;4;ABRIL;GNV;MS;MATO GROSSO DO SUL;4.64
2022;4;ABRIL;GNV;MT;MATO GROSSO;3.18
2022;4;ABRIL;GNV;PB;PARAÍBA;5.14
2022;4;ABRIL;GNV;PE;PERNAMBUCO;4.0
2022;4;ABRIL;GNV;PR;PARANÁ;5.61
2022;4;ABRIL;GNV;RJ;RIO DE JANEIRO;4.91
2022;4;ABRIL;GNV;RS;RIO GRANDE DO SUL;5.99
2022;4;ABRIL;GNV;SC;SANTA CATARINA;5.2
2022;4;ABRIL;GNV;SE;SERGIPE;4.89
2022;4;ABRIL;GNV;SP;SÃO PAULO;5.16
2022;5;MAIO;DIESEL;AC;ACRE;7.72
2022;5;MAIO;DIESEL;AL;ALAGOAS;7.07
2022;5;MAIO;DIESEL;AM;AMAZONAS;6.94
2022;5;MAIO;DIESEL;AP;AMAPÁ;6.72
2022;5;MAIO;DIESEL;BA;BAHIA;7.41
2022;5;MAIO;DIESEL;CE;CEARÁ;7.3
2022;5;MAIO;DIESEL;DF;DISTRITO FEDERAL;6.89
2022;5;MAIO;DIESEL;ES;ESPIRITO SANTO;6.63
2022;5;MAIO;DIESEL;GO;GOIÁS;6.89
2022;5;MAIO;DIESEL;MA;MARANHÃO;7.08
2022;5;MAIO;DIESEL;MG;MINAS GERAIS;6.86
2022;5;MAIO;DIESEL;MS;MATO GROSSO DO SUL;6.78
2022;5;MAIO;DIESEL;MT;MATO GROSSO;7.12
2022;5;MAIO;DIESEL;PA;PARÁ;7.26
2022;5;MAIO;DIESEL;PB;PARAÍBA;6.84
2022;5;MAIO;DIESEL;PE;PERNAMBUCO;6.84
2022;5;MAIO;DIESEL;PI;PIAUÍ;7.31
2022;5;MAIO;DIESEL;PR;PARANÁ;6.68
2022;5;MAIO;DIESEL;RJ;RIO DE JANEIRO;6.72
2022;5;MAIO;DIESEL;RO;RONDÔNIA;7.16
2022;5;MAIO;DIESEL;RR;RORAIMA;7.13
2022;5;MAIO;DIESEL;RS;RIO GRANDE DO SUL;6.65
2022;5;MAIO;DIESEL;SC;SANTA CATARINA;6.71
2022;5;MAIO;DIESEL;SE;SERGIPE;7.09
2022;5;MAIO;DIESEL;SP;SÃO PAULO;6.71
2022;5;MAIO;DIESEL;TO;TOCANTINS;6.89
2022;5;MAIO;DIESEL S10;AC;ACRE;7.75
2022;5;MAIO;DIESEL S10;AL;ALAGOAS;7.06
2022;5;MAIO;DIESEL S10;AM;AMAZONAS;7.02
2022;5;MAIO;DIESEL S10;AP;AMAPÁ;6.97
2022;5;MAIO;DIESEL S10;BA;BAHIA;7.5
2022;5;MAIO;DIESEL S10;CE;CEARÁ;7.35
2022;5;MAIO;DIESEL S10;DF;DISTRITO FEDERAL;7.02
2022;5;MAIO;DIESEL S10;ES;ESPIRITO SANTO;6.74
2022;5;MAIO;DIESEL S10;GO;GOIÁS;7.08
2022;5;MAIO;DIESEL S10;MA;MARANHÃO;7.15
2022;5;MAIO;DIESEL S10;MG;MINAS GERAIS;6.99
2022;5;MAIO;DIESEL S10;MS;MATO GROSSO DO SUL;6.93
2022;5;MAIO;DIESEL S10;MT;MATO GROSSO;7.24
2022;5;MAIO;DIESEL S10;PA;PARÁ;7.28
2022;5;MAIO;DIESEL S10;PB;PARAÍBA;7.04
2022;5;MAIO;DIESEL S10;PE;PERNAMBUCO;6.8
2022;5;MAIO;DIESEL S10;PI;PIAUÍ;7.39
2022;5;MAIO;DIESEL S10;PR;PARANÁ;6.88
2022;5;MAIO;DIESEL S10;RJ;RIO DE JANEIRO;6.9
2022;5;MAIO;DIESEL S10;RO;RONDÔNIA;7.17
2022;5;MAIO;DIESEL S10;RR;RORAIMA;7.19
2022;5;MAIO;DIESEL S10;RS;RIO GRANDE DO SUL;6.73
2022;5;MAIO;DIESEL S10;SC;SANTA CATARINA;6.8
2022;5;MAIO;DIESEL S10;SE;SERGIPE;6.98
2022;5;MAIO;DIESEL S10;SP;SÃO PAULO;6.85
2022;5;MAIO;DIESEL S10;TO;TOCANTINS;6.97
2022;5;MAIO;ETANOL;AC;ACRE;6.28
2022;5;MAIO;ETANOL;AL;ALAGOAS;5.86
2022;5;MAIO;ETANOL;AM;AMAZONAS;5.56
2022;5;MAIO;ETANOL;AP;AMAPÁ;6.52
2022;5;MAIO;ETANOL;BA;BAHIA;6.04
2022;5;MAIO;ETANOL;CE;CEARÁ;6.46
2022;5;MAIO;ETANOL;DF;DISTRITO FEDERAL;6.12
2022;5;MAIO;ETANOL;ES;ESPIRITO SANTO;6.26
2022;5;MAIO;ETANOL;GO;GOIÁS;5.24
2022;5;MAIO;ETANOL;MA;MARANHÃO;6.06
2022;5;MAIO;ETANOL;MG;MINAS GERAIS;5.48
2022;5;MAIO;ETANOL;MS;MATO GROSSO DO SUL;5.55
2022;5;MAIO;ETANOL;MT;MATO GROSSO;4.9
2022;5;MAIO;ETANOL;PA;PARÁ;6.46
2022;5;MAIO;ETANOL;PB;PARAÍBA;5.65
2022;5;MAIO;ETANOL;PE;PERNAMBUCO;5.93
2022;5;MAIO;ETANOL;PI;PIAUÍ;6.15
2022;5;MAIO;ETANOL;PR;PARANÁ;5.56
2022;5;MAIO;ETANOL;RJ;RIO DE JANEIRO;6.51
2022;5;MAIO;ETANOL;RO;RONDÔNIA;6.28
2022;5;MAIO;ETANOL;RR;RORAIMA;6.21
2022;5;MAIO;ETANOL;RS;RIO GRANDE DO SUL;6.71
2022;5;MAIO;ETANOL;SC;SANTA CATARINA;6.41
2022;5;MAIO;ETANOL;SE;SERGIPE;6.12
2022;5;MAIO;ETANOL;SP;SÃO PAULO;4.99
2022;5;MAIO;ETANOL;TO;TOCANTINS;6.16
2022;5;MAIO;GASOLINA;AC;ACRE;7.65
2022;5;MAIO;GASOLINA;AL;ALAGOAS;7.25
2022;5;MAIO;GASOLINA;AM;AMAZONAS;7.48
2022;5;MAIO;GASOLINA;AP;AMAPÁ;6.51
2022;5;MAIO;GASOLINA;BA;BAHIA;7.72
2022;5;MAIO;GASOLINA;CE;CEARÁ;7.63
2022;5;MAIO;GASOLINA;DF;DISTRITO FEDERAL;7.56
2022;5;MAIO;GASOLINA;ES;ESPIRITO SANTO;7.47
2022;5;MAIO;GASOLINA;GO;GOIÁS;7.6
2022;5;MAIO;GASOLINA;MA;MARANHÃO;7.23
2022;5;MAIO;GASOLINA;MG;MINAS GERAIS;7.59
2022;5;MAIO;GASOLINA;MS;MATO GROSSO DO SUL;7.21
2022;5;MAIO;GASOLINA;MT;MATO GROSSO;7.03
2022;5;MAIO;GASOLINA;PA;PARÁ;7.5
2022;5;MAIO;GASOLINA;PB;PARAÍBA;7.13
2022;5;MAIO;GASOLINA;PE;PERNAMBUCO;7.21
2022;5;MAIO;GASOLINA;PI;PIAUÍ;8.03
2022;5;MAIO;GASOLINA;PR;PARANÁ;7.23
2022;5;MAIO;GASOLINA;RJ;RIO DE JANEIRO;7.86
2022;5;MAIO;GASOLINA;RO;RONDÔNIA;7.35
2022;5;MAIO;GASOLINA;RR;RORAIMA;7.05
2022;5;MAIO;GASOLINA;RS;RIO GRANDE DO SUL;6.98
2022;5;MAIO;GASOLINA;SC;SANTA CATARINA;7.18
2022;5;MAIO;GASOLINA;SE;SERGIPE;7.35
2022;5;MAIO;GASOLINA;SP;SÃO PAULO;6.92
2022;5;MAIO;GASOLINA;TO;TOCANTINS;7.46
2022;5;MAIO;GASOLINA ADITIVADA;AC;ACRE;7.68
2022;5;MAIO;GASOLINA ADITIVADA;AL;ALAGOAS;7.36
2022;5;MAIO;GASOLINA ADITIVADA;AM;AMAZONAS;7.48
2022;5;MAIO;GASOLINA ADITIVADA;AP;AMAPÁ;6.8
2022;5;MAIO;GASOLINA ADITIVADA;BA;BAHIA;7.81
2022;5;MAIO;GASOLINA ADITIVADA;CE;CEARÁ;7.76
2022;5;MAIO;GASOLINA ADITIVADA;DF;DISTRITO FEDERAL;7.64
2022;5;MAIO;GASOLINA ADITIVADA;ES;ESPIRITO SANTO;7.6
2022;5;MAIO;GASOLINA ADITIVADA;GO;GOIÁS;7.67
2022;5;MAIO;GASOLINA ADITIVADA;MA;MARANHÃO;7.32
2022;5;MAIO;GASOLINA ADITIVADA;MG;MINAS GERAIS;7.72
2022;5;MAIO;GASOLINA ADITIVADA;MS;MATO GROSSO DO SUL;7.33
2022;5;MAIO;GASOLINA ADITIVADA;MT;MATO GROSSO;7.17
2022;5;MAIO;GASOLINA ADITIVADA;PA;PARÁ;7.64
2022;5;MAIO;GASOLINA ADITIVADA;PB;PARAÍBA;7.27
2022;5;MAIO;GASOLINA ADITIVADA;PE;PERNAMBUCO;7.37
2022;5;MAIO;GASOLINA ADITIVADA;PI;PIAUÍ;8.2
2022;5;MAIO;GASOLINA ADITIVADA;PR;PARANÁ;7.38
2022;5;MAIO;GASOLINA ADITIVADA;RJ;RIO DE JANEIRO;7.98
2022;5;MAIO;GASOLINA ADITIVADA;RO;RONDÔNIA;7.49
2022;5;MAIO;GASOLINA ADITIVADA;RR;RORAIMA;7.2
2022;5;MAIO;GASOLINA ADITIVADA;RS;RIO GRANDE DO SUL;7.11
2022;5;MAIO;GASOLINA ADITIVADA;SC;SANTA CATARINA;7.28
2022;5;MAIO;GASOLINA ADITIVADA;SE;SERGIPE;7.43
2022;5;MAIO;GASOLINA ADITIVADA;SP;SÃO PAULO;7.13
2022;5;MAIO;GASOLINA ADITIVADA;TO;TOCANTINS;7.58
2022;5;MAIO;GNV;AL;ALAGOAS;4.74
2022;5;MAIO;GNV;AM;AMAZONAS;4.38
2022;5;MAIO;GNV;BA;BAHIA;4.64
2022;5;MAIO;GNV;CE;CEARÁ;5.7
2022;5;MAIO;GNV;DF;DISTRITO FEDERAL;7.02
2022;5;MAIO;GNV;ES;ESPIRITO SANTO;5.5
2022;5;MAIO;GNV;MG;MINAS GERAIS;5.52
2022;5;MAIO;GNV;MS;MATO GROSSO DO SUL;5.31
2022;5;MAIO;GNV;MT;MATO GROSSO;3.19
2022;5;MAIO;GNV;PB;PARAÍBA;5.45
2022;5;MAIO;GNV;PE;PERNAMBUCO;4.44
2022;5;MAIO;GNV;PR;PARANÁ;6.11
2022;5;MAIO;GNV;RJ;RIO DE JANEIRO;5.57
2022;5;MAIO;GNV;RS;RIO GRANDE DO SUL;6.45
2022;5;MAIO;GNV;SC;SANTA CATARINA;5.22
2022;5;MAIO;GNV;SE;SERGIPE;4.89
2022;5;MAIO;GNV;SP;SÃO PAULO;5.19
2022;6;JUNHO;DIESEL;AC;ACRE;8.12
2022;6;JUNHO;DIESEL;AL;ALAGOAS;7.52
2022;6;JUNHO;DIESEL;AM;AMAZONAS;7.35
2022;6;JUNHO;DIESEL;AP;AMAPÁ;7.07
2022;6;JUNHO;DIESEL;BA;BAHIA;7.78
2022;6;JUNHO;DIESEL;CE;CEARÁ;7.57
2022;6;JUNHO;DIESEL;DF;DISTRITO FEDERAL;7.18
2022;6;JUNHO;DIESEL;ES;ESPIRITO SANTO;6.97
2022;6;JUNHO;DIESEL;GO;GOIÁS;7.17
2022;6;JUNHO;DIESEL;MA;MARANHÃO;7.35
2022;6;JUNHO;DIESEL;MG;MINAS GERAIS;7.22
2022;6;JUNHO;DIESEL;MS;MATO GROSSO DO SUL;7.09
2022;6;JUNHO;DIESEL;MT;MATO GROSSO;7.45
2022;6;JUNHO;DIESEL;PA;PARÁ;7.64
2022;6;JUNHO;DIESEL;PB;PARAÍBA;7.24
2022;6;JUNHO;DIESEL;PE;PERNAMBUCO;7.35
2022;6;JUNHO;DIESEL;PI;PIAUÍ;7.48
2022;6;JUNHO;DIESEL;PR;PARANÁ;7.02
2022;6;JUNHO;DIESEL;RJ;RIO DE JANEIRO;7.11
2022;6;JUNHO;DIESEL;RO;RONDÔNIA;7.59
2022;6;JUNHO;DIESEL;RR;RORAIMA;7.52
2022;6;JUNHO;DIESEL;RS;RIO GRANDE DO SUL;7.02
2022;6;JUNHO;DIESEL;SC;SANTA CATARINA;7.1
2022;6;JUNHO;DIESEL;SE;SERGIPE;7.25
2022;6;JUNHO;DIESEL;SP;SÃO PAULO;7.08
2022;6;JUNHO;DIESEL;TO;TOCANTINS;7.16
2022;6;JUNHO;DIESEL S10;AC;ACRE;8.14
2022;6;JUNHO;DIESEL S10;AL;ALAGOAS;7.53
2022;6;JUNHO;DIESEL S10;AM;AMAZONAS;7.46
2022;6;JUNHO;DIESEL S10;AP;AMAPÁ;7.33
2022;6;JUNHO;DIESEL S10;BA;BAHIA;7.84
2022;6;JUNHO;DIESEL S10;CE;CEARÁ;7.62
2022;6;JUNHO;DIESEL S10;DF;DISTRITO FEDERAL;7.32
2022;6;JUNHO;DIESEL S10;ES;ESPIRITO SANTO;7.09
2022;6;JUNHO;DIESEL S10;GO;GOIÁS;7.34
2022;6;JUNHO;DIESEL S10;MA;MARANHÃO;7.41
2022;6;JUNHO;DIESEL S10;MG;MINAS GERAIS;7.34
2022;6;JUNHO;DIESEL S10;MS;MATO GROSSO DO SUL;7.21
2022;6;JUNHO;DIESEL S10;MT;MATO GROSSO;7.59
2022;6;JUNHO;DIESEL S10;PA;PARÁ;7.63
2022;6;JUNHO;DIESEL S10;PB;PARAÍBA;7.42
2022;6;JUNHO;DIESEL S10;PE;PERNAMBUCO;7.17
2022;6;JUNHO;DIESEL S10;PI;PIAUÍ;7.58
2022;6;JUNHO;DIESEL S10;PR;PARANÁ;7.2
2022;6;JUNHO;DIESEL S10;RJ;RIO DE JANEIRO;7.25
2022;6;JUNHO;DIESEL S10;RO;RONDÔNIA;7.61
2022;6;JUNHO;DIESEL S10;RR;RORAIMA;7.58
2022;6;JUNHO;DIESEL S10;RS;RIO GRANDE DO SUL;7.1
2022;6;JUNHO;DIESEL S10;SC;SANTA CATARINA;7.2
2022;6;JUNHO;DIESEL S10;SE;SERGIPE;7.15
