ANO;MES;NM_MES;REGIAO - SIGLA;ESTADO - SIGLA;NM_ESTADO;MUNICIPIO;PRODUTO;VL_MEDIO_VENDA
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;ALVORADA;ETANOL;6.76
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;ALVORADA;GASOLINA;6.48
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;ALVORADA;GASOLINA ADITIVADA;6.58
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;BAGE;DIESEL;6.14
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;BAGE;DIESEL S10;6.23
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;BAGE;ETANOL;7.11
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;BAGE;GASOLINA;7.35
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;BAGE;GASOLINA ADITIVADA;7.47
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;BENTO GONCALVES;DIESEL;5.39
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;BENTO GONCALVES;DIESEL S10;5.48
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;BENTO GONCALVES;ETANOL;6.51
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;BENTO GONCALVES;GASOLINA;6.53
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;BENTO GONCALVES;GASOLINA ADITIVADA;6.67
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;BENTO GONCALVES;GNV;5.54
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;CACHOEIRA DO SUL;DIESEL;5.57
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;CACHOEIRA DO SUL;DIESEL S10;5.63
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;CACHOEIRA DO SUL;ETANOL;6.16
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;CACHOEIRA DO SUL;GASOLINA;6.14
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;CACHOEIRA DO SUL;GASOLINA ADITIVADA;6.31
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;CACHOEIRINHA;DIESEL;5.27
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;CACHOEIRINHA;DIESEL S10;5.34
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;CACHOEIRINHA;ETANOL;5.98
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;CACHOEIRINHA;GASOLINA;6.19
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;CACHOEIRINHA;GASOLINA ADITIVADA;6.31
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;CACHOEIRINHA;GNV;5.63
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;CANOAS;DIESEL;5.29
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;CANOAS;DIESEL S10;5.36
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;CANOAS;ETANOL;5.99
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;CANOAS;GASOLINA;6.1
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;CANOAS;GASOLINA ADITIVADA;6.19
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;CANOAS;GNV;5.84
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;CAXIAS DO SUL;DIESEL;5.56
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;CAXIAS DO SUL;DIESEL S10;5.65
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;CAXIAS DO SUL;ETANOL;6.54
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;CAXIAS DO SUL;GASOLINA;6.34
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;CAXIAS DO SUL;GASOLINA ADITIVADA;6.51
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;CAXIAS DO SUL;GNV;5.73
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;CRUZ ALTA;DIESEL;5.47
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;CRUZ ALTA;DIESEL S10;5.51
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;CRUZ ALTA;ETANOL;6.36
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;CRUZ ALTA;GASOLINA;6.85
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;CRUZ ALTA;GASOLINA ADITIVADA;6.97
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;ERECHIM;DIESEL;5.55
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;ERECHIM;DIESEL S10;5.6
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;ERECHIM;ETANOL;6.35
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;ERECHIM;GASOLINA;6.47
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;ERECHIM;GASOLINA ADITIVADA;6.63
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;ESTEIO;DIESEL;5.38
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;ESTEIO;DIESEL S10;5.45
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;ESTEIO;ETANOL;5.72
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;ESTEIO;GASOLINA;6.22
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;ESTEIO;GASOLINA ADITIVADA;6.34
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;ESTEIO;GNV;5.69
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;GRAMADO;DIESEL;5.88
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;GRAMADO;DIESEL S10;5.93
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;GRAMADO;ETANOL;6.26
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;GRAMADO;GASOLINA;6.96
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;GRAMADO;GASOLINA ADITIVADA;7.09
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;GRAVATAI;DIESEL;5.28
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;GRAVATAI;DIESEL S10;5.33
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;GRAVATAI;ETANOL;6.63
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;GRAVATAI;GASOLINA;6.06
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;GRAVATAI;GASOLINA ADITIVADA;6.18
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;GUAIBA;DIESEL;5.48
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;GUAIBA;DIESEL S10;5.57
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;GUAIBA;ETANOL;6.09
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;GUAIBA;GASOLINA;6.28
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;GUAIBA;GASOLINA ADITIVADA;6.38
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;GUAIBA;GNV;5.55
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;IJUI;DIESEL;5.48
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;IJUI;DIESEL S10;5.54
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;IJUI;ETANOL;6.61
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;IJUI;GASOLINA;6.42
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;IJUI;GASOLINA ADITIVADA;6.52
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;LAJEADO;DIESEL;5.26
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;LAJEADO;DIESEL S10;5.32
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;LAJEADO;ETANOL;6.28
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;LAJEADO;GASOLINA;6.25
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;LAJEADO;GASOLINA ADITIVADA;6.4
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;LAJEADO;GNV;5.66
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;NOVO HAMBURGO;DIESEL;5.21
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;NOVO HAMBURGO;DIESEL S10;5.27
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;NOVO HAMBURGO;ETANOL;5.74
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;NOVO HAMBURGO;GASOLINA;6.03
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;NOVO HAMBURGO;GASOLINA ADITIVADA;6.14
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;NOVO HAMBURGO;GNV;5.79
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;OSORIO;DIESEL;5.28
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;OSORIO;DIESEL S10;5.35
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;OSORIO;ETANOL;6.32
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;OSORIO;GASOLINA;6.44
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;OSORIO;GASOLINA ADITIVADA;6.56
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;PASSO FUNDO;DIESEL;5.49
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;PASSO FUNDO;DIESEL S10;5.57
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;PASSO FUNDO;ETANOL;6.4
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;PASSO FUNDO;GASOLINA;6.21
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;PASSO FUNDO;GASOLINA ADITIVADA;6.4
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;PELOTAS;DIESEL;5.6
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;PELOTAS;DIESEL S10;5.72
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;PELOTAS;ETANOL;6.81
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;PELOTAS;GASOLINA;6.81
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;PELOTAS;GASOLINA ADITIVADA;6.99
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;PELOTAS;GNV;5.99
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;PORTO ALEGRE;DIESEL;5.39
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;PORTO ALEGRE;DIESEL S10;5.48
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;PORTO ALEGRE;ETANOL;6.2
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;PORTO ALEGRE;GASOLINA;6.28
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;PORTO ALEGRE;GASOLINA ADITIVADA;6.42
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;PORTO ALEGRE;GNV;5.85
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;RIO GRANDE;DIESEL;5.7
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;RIO GRANDE;DIESEL S10;5.82
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;RIO GRANDE;ETANOL;6.42
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;RIO GRANDE;GASOLINA;6.51
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;RIO GRANDE;GASOLINA ADITIVADA;6.71
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SANTA CRUZ DO SUL;DIESEL;5.54
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SANTA CRUZ DO SUL;DIESEL S10;5.67
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SANTA CRUZ DO SUL;ETANOL;6.35
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SANTA CRUZ DO SUL;GASOLINA;6.68
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SANTA CRUZ DO SUL;GASOLINA ADITIVADA;6.82
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SANTA MARIA;DIESEL;5.68
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SANTA MARIA;DIESEL S10;5.65
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SANTA MARIA;ETANOL;6.26
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SANTA MARIA;GASOLINA;6.53
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SANTA MARIA;GASOLINA ADITIVADA;6.81
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SANTA ROSA;DIESEL;5.46
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SANTA ROSA;DIESEL S10;5.55
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SANTA ROSA;ETANOL;6.75
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SANTA ROSA;GASOLINA;6.26
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SANTA ROSA;GASOLINA ADITIVADA;6.34
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SANTANA DO LIVRAMENTO;DIESEL;5.74
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SANTANA DO LIVRAMENTO;DIESEL S10;5.75
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SANTANA DO LIVRAMENTO;ETANOL;6.9
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SANTANA DO LIVRAMENTO;GASOLINA;6.97
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SANTANA DO LIVRAMENTO;GASOLINA ADITIVADA;7.02
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SANTO ANGELO;DIESEL;5.57
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SANTO ANGELO;DIESEL S10;5.63
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SANTO ANGELO;ETANOL;6.39
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SANTO ANGELO;GASOLINA;6.52
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SANTO ANGELO;GASOLINA ADITIVADA;6.62
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SAO GABRIEL;DIESEL;5.59
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SAO GABRIEL;DIESEL S10;5.69
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SAO GABRIEL;ETANOL;6.42
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SAO GABRIEL;GASOLINA;6.89
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SAO GABRIEL;GASOLINA ADITIVADA;7.03
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SAO LEOPOLDO;DIESEL;5.21
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SAO LEOPOLDO;DIESEL S10;5.32
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SAO LEOPOLDO;ETANOL;5.56
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SAO LEOPOLDO;GASOLINA;6.08
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SAO LEOPOLDO;GASOLINA ADITIVADA;6.23
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SAO LEOPOLDO;GNV;5.79
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SAO LUIZ GONZAGA;DIESEL;5.59
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SAO LUIZ GONZAGA;DIESEL S10;5.59
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SAO LUIZ GONZAGA;ETANOL;6.28
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SAO LUIZ GONZAGA;GASOLINA;6.64
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SAO LUIZ GONZAGA;GASOLINA ADITIVADA;6.74
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SAPIRANGA;DIESEL;5.23
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SAPIRANGA;DIESEL S10;5.32
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SAPIRANGA;ETANOL;5.87
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SAPIRANGA;GASOLINA;6.09
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SAPIRANGA;GASOLINA ADITIVADA;6.22
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SAPUCAIA DO SUL;DIESEL;5.22
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SAPUCAIA DO SUL;DIESEL S10;5.27
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SAPUCAIA DO SUL;ETANOL;6.04
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SAPUCAIA DO SUL;GASOLINA;6.05
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SAPUCAIA DO SUL;GASOLINA ADITIVADA;6.17
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;SAPUCAIA DO SUL;GNV;5.73
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;TORRES;DIESEL;5.49
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;TORRES;DIESEL S10;5.52
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;TORRES;ETANOL;6.78
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;TORRES;GASOLINA;6.43
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;TORRES;GASOLINA ADITIVADA;6.67
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;URUGUAIANA;DIESEL;5.44
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;URUGUAIANA;DIESEL S10;5.59
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;URUGUAIANA;ETANOL;6.49
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;URUGUAIANA;GASOLINA;6.59
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;URUGUAIANA;GASOLINA ADITIVADA;6.7
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;VACARIA;DIESEL;5.58
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;VACARIA;DIESEL S10;5.66
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;VACARIA;ETANOL;6.8
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;VACARIA;GASOLINA;6.61
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;VACARIA;GASOLINA ADITIVADA;6.81
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;VACARIA;GNV;5.89
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;VIAMAO;DIESEL;5.4
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;VIAMAO;DIESEL S10;5.42
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;VIAMAO;ETANOL;6.19
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;VIAMAO;GASOLINA;6.27
2022;2;FEVEREIRO;S;RS;RIO GRANDE DO SUL;VIAMAO;GASOLINA ADITIVADA;6.46
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;ARARANGUA;DIESEL;5.37
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;ARARANGUA;DIESEL S10;5.41
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;ARARANGUA;ETANOL;5.91
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;ARARANGUA;GASOLINA;6.29
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;ARARANGUA;GASOLINA ADITIVADA;6.38
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;ARARANGUA;GNV;4.99
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;BALNEARIO CAMBORIU;DIESEL;5.81
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;BALNEARIO CAMBORIU;DIESEL S10;5.64
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;BALNEARIO CAMBORIU;ETANOL;5.98
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;BALNEARIO CAMBORIU;GASOLINA;6.58
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;BALNEARIO CAMBORIU;GASOLINA ADITIVADA;6.7
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;BIGUACU;DIESEL;5.62
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;BIGUACU;DIESEL S10;5.59
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;BIGUACU;ETANOL;5.86
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;BIGUACU;GASOLINA;6.65
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;BIGUACU;GASOLINA ADITIVADA;6.73
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;BIGUACU;GNV;5.29
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;BLUMENAU;DIESEL;5.67
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;BLUMENAU;DIESEL S10;5.63
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;BLUMENAU;ETANOL;5.78
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;BLUMENAU;GASOLINA;6.51
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;BLUMENAU;GASOLINA ADITIVADA;6.64
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;BLUMENAU;GNV;5.19
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;BRUSQUE;DIESEL;5.53
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;BRUSQUE;DIESEL S10;5.57
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;BRUSQUE;ETANOL;5.95
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;BRUSQUE;GASOLINA;6.69
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;BRUSQUE;GASOLINA ADITIVADA;6.77
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;BRUSQUE;GNV;5.39
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;CACADOR;DIESEL;5.59
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;CACADOR;DIESEL S10;5.68
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;CACADOR;ETANOL;6.22
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;CACADOR;GASOLINA;6.71
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;CACADOR;GASOLINA ADITIVADA;6.8
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;CHAPECO;DIESEL;5.58
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;CHAPECO;DIESEL S10;5.51
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;CHAPECO;ETANOL;6.02
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;CHAPECO;GASOLINA;6.44
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;CHAPECO;GASOLINA ADITIVADA;6.54
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;CONCORDIA;DIESEL;5.62
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;CONCORDIA;DIESEL S10;5.62
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;CONCORDIA;ETANOL;6.44
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;CONCORDIA;GASOLINA;6.8
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;CONCORDIA;GASOLINA ADITIVADA;6.84
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;CRICIUMA;DIESEL;5.39
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;CRICIUMA;DIESEL S10;5.43
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;CRICIUMA;ETANOL;5.82
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;CRICIUMA;GASOLINA;6.33
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;CRICIUMA;GASOLINA ADITIVADA;6.43
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;CRICIUMA;GNV;5.04
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;FLORIANOPOLIS;DIESEL;5.43
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;FLORIANOPOLIS;DIESEL S10;5.6
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;FLORIANOPOLIS;ETANOL;5.96
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;FLORIANOPOLIS;GASOLINA;6.55
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;FLORIANOPOLIS;GASOLINA ADITIVADA;6.65
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;FLORIANOPOLIS;GNV;5.33
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;ITAJAI;DIESEL;5.46
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;ITAJAI;DIESEL S10;5.47
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;ITAJAI;ETANOL;5.81
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;ITAJAI;GASOLINA;6.47
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;ITAJAI;GASOLINA ADITIVADA;6.58
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;JARAGUA DO SUL;DIESEL;5.55
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;JARAGUA DO SUL;DIESEL S10;5.63
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;JARAGUA DO SUL;ETANOL;5.78
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;JARAGUA DO SUL;GASOLINA;6.21
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;JARAGUA DO SUL;GASOLINA ADITIVADA;6.31
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;JARAGUA DO SUL;GNV;5.19
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;JOINVILLE;DIESEL;5.52
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;JOINVILLE;DIESEL S10;5.56
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;JOINVILLE;ETANOL;5.81
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;JOINVILLE;GASOLINA;6.39
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;JOINVILLE;GASOLINA ADITIVADA;6.54
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;JOINVILLE;GNV;5.01
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;LAGES;DIESEL;5.44
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;LAGES;DIESEL S10;5.42
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;LAGES;ETANOL;5.91
2022;2;FEVEREIRO;S;SC;SANTA CATARINA;LAGES;GASOLINA;6.66
