ANO;MES;NM_MES;PRODUTO;NM_ESTADO;MUNICIPIO;VL_MEDIO_VENDA
2022;1;JANEIRO;DIESEL;ACRE;CRUZEIRO DO SUL;6.68
2022;1;JANEIRO;DIESEL;ACRE;RIO BRANCO;6.19
2022;1;JANEIRO;DIESEL;ALAGOAS;ARAPIRACA;5.48
2022;1;JANEIRO;DIESEL;ALAGOAS;DELMIRO GOUVEIA;6.12
2022;1;JANEIRO;DIESEL;ALAGOAS;MACEIO;5.57
2022;1;JANEIRO;DIESEL;ALAGOAS;PALMEIRA DOS INDIOS;5.67
2022;1;JANEIRO;DIESEL;AMAPÁ;MACAPA;5.53
2022;1;JANEIRO;DIESEL;AMAZONAS;ITACOATIARA;5.96
2022;1;JANEIRO;DIESEL;AMAZONAS;MANAUS;5.49
2022;1;JANEIRO;DIESEL;AMAZONAS;TEFE;6.33
2022;1;JANEIRO;DIESEL;BAHIA;BARREIRAS;5.73
2022;1;JANEIRO;DIESEL;BAHIA;BRUMADO;5.72
2022;1;JANEIRO;DIESEL;BAHIA;CAETITE;6.22
2022;1;JANEIRO;DIESEL;BAHIA;CAMACARI;5.58
2022;1;JANEIRO;DIESEL;BAHIA;EUNAPOLIS;5.91
2022;1;JANEIRO;DIESEL;BAHIA;FEIRA DE SANTANA;5.5
2022;1;JANEIRO;DIESEL;BAHIA;GUANAMBI;5.78
2022;1;JANEIRO;DIESEL;BAHIA;ILHEUS;5.88
2022;1;JANEIRO;DIESEL;BAHIA;IRECE;5.65
2022;1;JANEIRO;DIESEL;BAHIA;ITABUNA;5.62
2022;1;JANEIRO;DIESEL;BAHIA;JEQUIE;5.78
2022;1;JANEIRO;DIESEL;BAHIA;JUAZEIRO;5.84
2022;1;JANEIRO;DIESEL;BAHIA;LAURO DE FREITAS;5.47
2022;1;JANEIRO;DIESEL;BAHIA;PAULO AFONSO;5.67
2022;1;JANEIRO;DIESEL;BAHIA;SALVADOR;5.62
2022;1;JANEIRO;DIESEL;BAHIA;SERRINHA;5.48
2022;1;JANEIRO;DIESEL;BAHIA;SIMOES FILHO;5.61
2022;1;JANEIRO;DIESEL;BAHIA;VITORIA DA CONQUISTA;5.66
2022;1;JANEIRO;DIESEL;CEARÁ;CAUCAIA;5.77
2022;1;JANEIRO;DIESEL;CEARÁ;CRATEUS;5.66
2022;1;JANEIRO;DIESEL;CEARÁ;CRATO;5.56
2022;1;JANEIRO;DIESEL;CEARÁ;FORTALEZA;5.74
2022;1;JANEIRO;DIESEL;CEARÁ;IGUATU;6.14
2022;1;JANEIRO;DIESEL;CEARÁ;JUAZEIRO DO NORTE;5.66
2022;1;JANEIRO;DIESEL;CEARÁ;LIMOEIRO DO NORTE;5.84
2022;1;JANEIRO;DIESEL;CEARÁ;MARACANAU;5.52
2022;1;JANEIRO;DIESEL;CEARÁ;QUIXADA;5.57
2022;1;JANEIRO;DIESEL;DISTRITO FEDERAL;BRASILIA;5.49
2022;1;JANEIRO;DIESEL;ESPIRITO SANTO;ARACRUZ;5.19
2022;1;JANEIRO;DIESEL;ESPIRITO SANTO;CACHOEIRO DE ITAPEMIRIM;5.89
2022;1;JANEIRO;DIESEL;ESPIRITO SANTO;CARIACICA;5.25
2022;1;JANEIRO;DIESEL;ESPIRITO SANTO;COLATINA;5.47
2022;1;JANEIRO;DIESEL;ESPIRITO SANTO;GUARAPARI;5.44
2022;1;JANEIRO;DIESEL;ESPIRITO SANTO;LINHARES;5.18
2022;1;JANEIRO;DIESEL;ESPIRITO SANTO;SAO MATEUS;5.17
2022;1;JANEIRO;DIESEL;ESPIRITO SANTO;SERRA;5.25
2022;1;JANEIRO;DIESEL;ESPIRITO SANTO;VILA VELHA;5.24
2022;1;JANEIRO;DIESEL;ESPIRITO SANTO;VITORIA;5.55
2022;1;JANEIRO;DIESEL;GOIÁS;AGUAS LINDAS DE GOIAS;5.73
2022;1;JANEIRO;DIESEL;GOIÁS;ANAPOLIS;5.52
2022;1;JANEIRO;DIESEL;GOIÁS;APARECIDA DE GOIANIA;5.45
2022;1;JANEIRO;DIESEL;GOIÁS;CALDAS NOVAS;5.69
2022;1;JANEIRO;DIESEL;GOIÁS;FORMOSA;5.77
2022;1;JANEIRO;DIESEL;GOIÁS;GOIANIA;5.54
2022;1;JANEIRO;DIESEL;GOIÁS;ITUMBIARA;5.5
2022;1;JANEIRO;DIESEL;GOIÁS;JATAI;5.69
2022;1;JANEIRO;DIESEL;GOIÁS;LUZIANIA;5.59
2022;1;JANEIRO;DIESEL;GOIÁS;MINEIROS;5.7
2022;1;JANEIRO;DIESEL;GOIÁS;MORRINHOS;5.58
2022;1;JANEIRO;DIESEL;GOIÁS;RIO VERDE;5.52
2022;1;JANEIRO;DIESEL;GOIÁS;TRINDADE;5.44
2022;1;JANEIRO;DIESEL;GOIÁS;VALPARAISO DE GOIAS;5.49
2022;1;JANEIRO;DIESEL;MARANHÃO;IMPERATRIZ;5.5
2022;1;JANEIRO;DIESEL;MARANHÃO;SAO JOSE DE RIBAMAR;5.34
2022;1;JANEIRO;DIESEL;MARANHÃO;SAO LUIS;5.5
2022;1;JANEIRO;DIESEL;MATO GROSSO;ALTA FLORESTA;6.41
2022;1;JANEIRO;DIESEL;MATO GROSSO;CACERES;5.65
2022;1;JANEIRO;DIESEL;MATO GROSSO;CUIABA;5.73
2022;1;JANEIRO;DIESEL;MATO GROSSO;RONDONOPOLIS;6.05
2022;1;JANEIRO;DIESEL;MATO GROSSO;SINOP;5.81
2022;1;JANEIRO;DIESEL;MATO GROSSO;SORRISO;5.96
2022;1;JANEIRO;DIESEL;MATO GROSSO;VARZEA GRANDE;5.61
2022;1;JANEIRO;DIESEL;MATO GROSSO DO SUL;CAMPO GRANDE;5.35
2022;1;JANEIRO;DIESEL;MATO GROSSO DO SUL;CORUMBA;5.96
2022;1;JANEIRO;DIESEL;MATO GROSSO DO SUL;COXIM;5.58
2022;1;JANEIRO;DIESEL;MATO GROSSO DO SUL;DOURADOS;5.32
2022;1;JANEIRO;DIESEL;MATO GROSSO DO SUL;PONTA PORA;5.5
2022;1;JANEIRO;DIESEL;MATO GROSSO DO SUL;TRES LAGOAS;5.59
2022;1;JANEIRO;DIESEL;MINAS GERAIS;ALFENAS;5.61
2022;1;JANEIRO;DIESEL;MINAS GERAIS;ARAGUARI;5.5
2022;1;JANEIRO;DIESEL;MINAS GERAIS;ARAXA;5.56
2022;1;JANEIRO;DIESEL;MINAS GERAIS;BARBACENA;5.6
2022;1;JANEIRO;DIESEL;MINAS GERAIS;BELO HORIZONTE;5.54
2022;1;JANEIRO;DIESEL;MINAS GERAIS;BETIM;5.34
2022;1;JANEIRO;DIESEL;MINAS GERAIS;BOM DESPACHO;5.39
2022;1;JANEIRO;DIESEL;MINAS GERAIS;CAMPO BELO;5.47
2022;1;JANEIRO;DIESEL;MINAS GERAIS;CONSELHEIRO LAFAIETE;5.41
2022;1;JANEIRO;DIESEL;MINAS GERAIS;CONTAGEM;5.44
2022;1;JANEIRO;DIESEL;MINAS GERAIS;CORONEL FABRICIANO;5.46
2022;1;JANEIRO;DIESEL;MINAS GERAIS;DIVINOPOLIS;5.4
2022;1;JANEIRO;DIESEL;MINAS GERAIS;FORMIGA;5.53
2022;1;JANEIRO;DIESEL;MINAS GERAIS;GOVERNADOR VALADARES;5.35
2022;1;JANEIRO;DIESEL;MINAS GERAIS;GUAXUPE;5.59
2022;1;JANEIRO;DIESEL;MINAS GERAIS;IPATINGA;5.45
2022;1;JANEIRO;DIESEL;MINAS GERAIS;ITAUNA;5.6
2022;1;JANEIRO;DIESEL;MINAS GERAIS;ITUIUTABA;5.65
2022;1;JANEIRO;DIESEL;MINAS GERAIS;JANUARIA;5.63
2022;1;JANEIRO;DIESEL;MINAS GERAIS;JOAO MONLEVADE;5.35
2022;1;JANEIRO;DIESEL;MINAS GERAIS;JOAO PINHEIRO;5.36
2022;1;JANEIRO;DIESEL;MINAS GERAIS;JUIZ DE FORA;5.53
2022;1;JANEIRO;DIESEL;MINAS GERAIS;LAVRAS;5.19
2022;1;JANEIRO;DIESEL;MINAS GERAIS;MANHUACU;5.61
2022;1;JANEIRO;DIESEL;MINAS GERAIS;MONTE CARMELO;5.48
2022;1;JANEIRO;DIESEL;MINAS GERAIS;MONTES CLAROS;5.41
2022;1;JANEIRO;DIESEL;MINAS GERAIS;MURIAE;5.56
2022;1;JANEIRO;DIESEL;MINAS GERAIS;OLIVEIRA;5.46
2022;1;JANEIRO;DIESEL;MINAS GERAIS;OURO PRETO;5.77
2022;1;JANEIRO;DIESEL;MINAS GERAIS;PARA DE MINAS;5.51
2022;1;JANEIRO;DIESEL;MINAS GERAIS;PARACATU;5.69
2022;1;JANEIRO;DIESEL;MINAS GERAIS;PASSOS;5.6
2022;1;JANEIRO;DIESEL;MINAS GERAIS;PATOS DE MINAS;5.64
2022;1;JANEIRO;DIESEL;MINAS GERAIS;PATROCINIO;5.64
2022;1;JANEIRO;DIESEL;MINAS GERAIS;POCOS DE CALDAS;5.49
2022;1;JANEIRO;DIESEL;MINAS GERAIS;POUSO ALEGRE;5.59
2022;1;JANEIRO;DIESEL;MINAS GERAIS;SAO JOAO DEL REI;5.56
2022;1;JANEIRO;DIESEL;MINAS GERAIS;SAO SEBASTIAO DO PARAISO;5.56
2022;1;JANEIRO;DIESEL;MINAS GERAIS;SETE LAGOAS;5.27
2022;1;JANEIRO;DIESEL;MINAS GERAIS;TEOFILO OTONI;5.45
2022;1;JANEIRO;DIESEL;MINAS GERAIS;TIMOTEO;5.43
2022;1;JANEIRO;DIESEL;MINAS GERAIS;TRES CORACOES;5.71
2022;1;JANEIRO;DIESEL;MINAS GERAIS;UBA;5.51
2022;1;JANEIRO;DIESEL;MINAS GERAIS;UBERABA;5.5
2022;1;JANEIRO;DIESEL;MINAS GERAIS;UBERLANDIA;5.54
2022;1;JANEIRO;DIESEL;MINAS GERAIS;UNAI;5.67
2022;1;JANEIRO;DIESEL;MINAS GERAIS;VARGINHA;5.71
2022;1;JANEIRO;DIESEL;MINAS GERAIS;VICOSA;5.9
2022;1;JANEIRO;DIESEL;PARANÁ;APUCARANA;5.37
2022;1;JANEIRO;DIESEL;PARANÁ;ARAPONGAS;5.3
2022;1;JANEIRO;DIESEL;PARANÁ;CAMBE;5.35
2022;1;JANEIRO;DIESEL;PARANÁ;CAMPO MOURAO;5.24
2022;1;JANEIRO;DIESEL;PARANÁ;CASCAVEL;5.36
2022;1;JANEIRO;DIESEL;PARANÁ;CASTRO;5.3
2022;1;JANEIRO;DIESEL;PARANÁ;CIANORTE;5.14
2022;1;JANEIRO;DIESEL;PARANÁ;COLOMBO;5.1
2022;1;JANEIRO;DIESEL;PARANÁ;CORNELIO PROCOPIO;5.07
2022;1;JANEIRO;DIESEL;PARANÁ;CURITIBA;5.09
2022;1;JANEIRO;DIESEL;PARANÁ;FOZ DO IGUACU;5.27
2022;1;JANEIRO;DIESEL;PARANÁ;FRANCISCO BELTRAO;5.2
2022;1;JANEIRO;DIESEL;PARANÁ;GUARAPUAVA;5.2
2022;1;JANEIRO;DIESEL;PARANÁ;LONDRINA;5.78
2022;1;JANEIRO;DIESEL;PARANÁ;MARINGA;5.14
2022;1;JANEIRO;DIESEL;PARANÁ;PARANAGUA;5.24
2022;1;JANEIRO;DIESEL;PARANÁ;PARANAVAI;5.39
2022;1;JANEIRO;DIESEL;PARANÁ;PINHAIS;5.15
2022;1;JANEIRO;DIESEL;PARANÁ;PONTA GROSSA;5.19
2022;1;JANEIRO;DIESEL;PARANÁ;SANTO ANTONIO DA PLATINA;5.35
2022;1;JANEIRO;DIESEL;PARANÁ;SAO JOSE DOS PINHAIS;5.25
2022;1;JANEIRO;DIESEL;PARANÁ;TOLEDO;5.29
2022;1;JANEIRO;DIESEL;PARANÁ;UMUARAMA;5.29
2022;1;JANEIRO;DIESEL;PARANÁ;UNIAO DA VITORIA;5.33
2022;1;JANEIRO;DIESEL;PARAÍBA;BAYEUX;5.58
2022;1;JANEIRO;DIESEL;PARAÍBA;CABEDELO;5.53
2022;1;JANEIRO;DIESEL;PARAÍBA;CAMPINA GRANDE;5.43
2022;1;JANEIRO;DIESEL;PARAÍBA;JOAO PESSOA;5.47
2022;1;JANEIRO;DIESEL;PARAÍBA;SOUSA;5.58
2022;1;JANEIRO;DIESEL;PARÁ;ABAETETUBA;5.67
2022;1;JANEIRO;DIESEL;PARÁ;ALENQUER;6.22
2022;1;JANEIRO;DIESEL;PARÁ;ALTAMIRA;5.76
2022;1;JANEIRO;DIESEL;PARÁ;ANANINDEUA;5.38
2022;1;JANEIRO;DIESEL;PARÁ;BRAGANCA;5.73
2022;1;JANEIRO;DIESEL;PARÁ;CAMETA;5.77
2022;1;JANEIRO;DIESEL;PARÁ;CASTANHAL;5.68
2022;1;JANEIRO;DIESEL;PARÁ;CONCEICAO DO ARAGUAIA;5.97
2022;1;JANEIRO;DIESEL;PARÁ;ITAITUBA;5.65
2022;1;JANEIRO;DIESEL;PARÁ;MARABA;5.76
2022;1;JANEIRO;DIESEL;PARÁ;PARAGOMINAS;5.88
2022;1;JANEIRO;DIESEL;PARÁ;PARAUAPEBAS;6.08
2022;1;JANEIRO;DIESEL;PARÁ;REDENCAO;5.82
2022;1;JANEIRO;DIESEL;PARÁ;SANTAREM;5.81
2022;1;JANEIRO;DIESEL;PARÁ;XINGUARA;5.97
2022;1;JANEIRO;DIESEL;PERNAMBUCO;BELO JARDIM;5.29
2022;1;JANEIRO;DIESEL;PERNAMBUCO;GARANHUNS;5.5
2022;1;JANEIRO;DIESEL;PERNAMBUCO;IGARASSU;4.07
2022;1;JANEIRO;DIESEL;PERNAMBUCO;JABOATAO DOS GUARARAPES;5.23
2022;1;JANEIRO;DIESEL;PERNAMBUCO;PETROLINA;5.79
2022;1;JANEIRO;DIESEL;PERNAMBUCO;SANTA CRUZ DO CAPIBARIBE;5.47
2022;1;JANEIRO;DIESEL;PERNAMBUCO;SERRA TALHADA;5.48
2022;1;JANEIRO;DIESEL;PERNAMBUCO;VITORIA DE SANTO ANTAO;5.56
2022;1;JANEIRO;DIESEL;PIAUÍ;PARNAIBA;5.85
2022;1;JANEIRO;DIESEL;PIAUÍ;PIRIPIRI;5.77
2022;1;JANEIRO;DIESEL;PIAUÍ;TERESINA;5.61
2022;1;JANEIRO;DIESEL;RIO DE JANEIRO;ANGRA DOS REIS;5.78
2022;1;JANEIRO;DIESEL;RIO DE JANEIRO;ARARUAMA;5.52
2022;1;JANEIRO;DIESEL;RIO DE JANEIRO;BARRA MANSA;5.48
2022;1;JANEIRO;DIESEL;RIO DE JANEIRO;BELFORD ROXO;5.28
2022;1;JANEIRO;DIESEL;RIO DE JANEIRO;CAMPOS DOS GOYTACAZES;5.33
2022;1;JANEIRO;DIESEL;RIO DE JANEIRO;DUQUE DE CAXIAS;5.3
2022;1;JANEIRO;DIESEL;RIO DE JANEIRO;ITAGUAI;5.53
2022;1;JANEIRO;DIESEL;RIO DE JANEIRO;ITAPERUNA;5.43
2022;1;JANEIRO;DIESEL;RIO DE JANEIRO;NITEROI;5.33
2022;1;JANEIRO;DIESEL;RIO DE JANEIRO;NOVA FRIBURGO;5.45
2022;1;JANEIRO;DIESEL;RIO DE JANEIRO;NOVA IGUACU;5.38
2022;1;JANEIRO;DIESEL;RIO DE JANEIRO;PETROPOLIS;5.48
2022;1;JANEIRO;DIESEL;RIO DE JANEIRO;RESENDE;5.5
2022;1;JANEIRO;DIESEL;RIO DE JANEIRO;RIO BONITO;5.54
2022;1;JANEIRO;DIESEL;RIO DE JANEIRO;RIO DE JANEIRO;5.32
2022;1;JANEIRO;DIESEL;RIO DE JANEIRO;SAO FRANCISCO DE ITABAPOANA;5.42
2022;1;JANEIRO;DIESEL;RIO DE JANEIRO;SAO GONCALO;5.31
2022;1;JANEIRO;DIESEL;RIO DE JANEIRO;SAO JOAO DE MERITI;5.28
2022;1;JANEIRO;DIESEL;RIO DE JANEIRO;SAQUAREMA;5.55
2022;1;JANEIRO;DIESEL;RIO DE JANEIRO;TERESOPOLIS;5.39
2022;1;JANEIRO;DIESEL;RIO DE JANEIRO;VALENCA;5.38
2022;1;JANEIRO;DIESEL;RIO DE JANEIRO;VOLTA REDONDA;5.62
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;ALEGRETE;5.62
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;ALVORADA;5.32
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;BAGE;6.03
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;BENTO GONCALVES;5.38
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;CACHOEIRA DO SUL;5.52
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;CACHOEIRINHA;5.21
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;CANOAS;5.25
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;CAXIAS DO SUL;5.49
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;CRUZ ALTA;5.41
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;ERECHIM;5.5
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;ESTEIO;5.32
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;GRAVATAI;5.13
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;GUAIBA;5.42
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;IJUI;5.3
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;LAJEADO;5.17
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;NOVO HAMBURGO;5.17
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;OSORIO;5.16
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;PASSO FUNDO;5.4
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;PELOTAS;5.52
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;PORTO ALEGRE;5.25
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;RIO GRANDE;5.69
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;SANTA CRUZ DO SUL;5.42
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;SANTA MARIA;5.53
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;SANTA ROSA;5.36
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;SANTO ANGELO;5.43
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;SAO GABRIEL;5.45
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;SAO LEOPOLDO;5.1
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;SAO LUIZ GONZAGA;5.33
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;SAPIRANGA;5.18
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;SAPUCAIA DO SUL;5.14
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;TORRES;5.42
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;URUGUAIANA;5.29
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;VACARIA;5.47
2022;1;JANEIRO;DIESEL;RIO GRANDE DO SUL;VIAMAO;5.26
2022;1;JANEIRO;DIESEL;RONDÔNIA;CACOAL;5.76
2022;1;JANEIRO;DIESEL;RONDÔNIA;PIMENTA BUENO;5.94
2022;1;JANEIRO;DIESEL;RONDÔNIA;PORTO VELHO;5.77
2022;1;JANEIRO;DIESEL;RONDÔNIA;VILHENA;5.96
2022;1;JANEIRO;DIESEL;RORAIMA;BOA VISTA;5.77
2022;1;JANEIRO;DIESEL;SANTA CATARINA;ARARANGUA;5.3
2022;1;JANEIRO;DIESEL;SANTA CATARINA;BALNEARIO CAMBORIU;5.36
2022;1;JANEIRO;DIESEL;SANTA CATARINA;BIGUACU;5.49
2022;1;JANEIRO;DIESEL;SANTA CATARINA;BLUMENAU;5.45
2022;1;JANEIRO;DIESEL;SANTA CATARINA;BRUSQUE;5.38
2022;1;JANEIRO;DIESEL;SANTA CATARINA;CACADOR;5.48
2022;1;JANEIRO;DIESEL;SANTA CATARINA;CHAPECO;5.44
2022;1;JANEIRO;DIESEL;SANTA CATARINA;CONCORDIA;5.65
2022;1;JANEIRO;DIESEL;SANTA CATARINA;CRICIUMA;5.29
2022;1;JANEIRO;DIESEL;SANTA CATARINA;FLORIANOPOLIS;5.32
2022;1;JANEIRO;DIESEL;SANTA CATARINA;ITAJAI;5.41
2022;1;JANEIRO;DIESEL;SANTA CATARINA;JOINVILLE;5.5
2022;1;JANEIRO;DIESEL;SANTA CATARINA;LAGES;5.46
2022;1;JANEIRO;DIESEL;SANTA CATARINA;LAGUNA;5.27
2022;1;JANEIRO;DIESEL;SANTA CATARINA;MAFRA;5.35
2022;1;JANEIRO;DIESEL;SANTA CATARINA;PALHOCA;5.36
2022;1;JANEIRO;DIESEL;SANTA CATARINA;SAO JOSE;5.44
2022;1;JANEIRO;DIESEL;SANTA CATARINA;TUBARAO;5.24
2022;1;JANEIRO;DIESEL;SANTA CATARINA;VIDEIRA;5.38
2022;1;JANEIRO;DIESEL;SANTA CATARINA;XANXERE;5.37
2022;1;JANEIRO;DIESEL;SERGIPE;ARACAJU;5.83
2022;1;JANEIRO;DIESEL;SERGIPE;ITABAIANA;5.45
2022;1;JANEIRO;DIESEL;SERGIPE;NOSSA SENHORA DO SOCORRO;5.64
2022;1;JANEIRO;DIESEL;SÃO PAULO;ADAMANTINA;5.48
2022;1;JANEIRO;DIESEL;SÃO PAULO;AMERICANA;5.46
2022;1;JANEIRO;DIESEL;SÃO PAULO;AMPARO;5.39
2022;1;JANEIRO;DIESEL;SÃO PAULO;ARACATUBA;5.51
2022;1;JANEIRO;DIESEL;SÃO PAULO;ARARAQUARA;5.31
2022;1;JANEIRO;DIESEL;SÃO PAULO;ARARAS;5.33
2022;1;JANEIRO;DIESEL;SÃO PAULO;ASSIS;5.6
2022;1;JANEIRO;DIESEL;SÃO PAULO;ATIBAIA;5.4
2022;1;JANEIRO;DIESEL;SÃO PAULO;AVARE;5.6
2022;1;JANEIRO;DIESEL;SÃO PAULO;BARRETOS;5.73
2022;1;JANEIRO;DIESEL;SÃO PAULO;BAURU;5.35
2022;1;JANEIRO;DIESEL;SÃO PAULO;BEBEDOURO;5.28
2022;1;JANEIRO;DIESEL;SÃO PAULO;BIRIGUI;5.43
2022;1;JANEIRO;DIESEL;SÃO PAULO;BOTUCATU;5.48
2022;1;JANEIRO;DIESEL;SÃO PAULO;BRAGANCA PAULISTA;5.42
2022;1;JANEIRO;DIESEL;SÃO PAULO;CACAPAVA;5.27
2022;1;JANEIRO;DIESEL;SÃO PAULO;CAMPINAS;5.39
2022;1;JANEIRO;DIESEL;SÃO PAULO;CARAGUATATUBA;5.68
2022;1;JANEIRO;DIESEL;SÃO PAULO;CARAPICUIBA;5.49
2022;1;JANEIRO;DIESEL;SÃO PAULO;CATANDUVA;5.37
2022;1;JANEIRO;DIESEL;SÃO PAULO;COSMOPOLIS;5.43
2022;1;JANEIRO;DIESEL;SÃO PAULO;COTIA;5.46
2022;1;JANEIRO;DIESEL;SÃO PAULO;CRUZEIRO;5.67
2022;1;JANEIRO;DIESEL;SÃO PAULO;CUBATAO;5.85
2022;1;JANEIRO;DIESEL;SÃO PAULO;DIADEMA;5.19
2022;1;JANEIRO;DIESEL;SÃO PAULO;DRACENA;5.43
2022;1;JANEIRO;DIESEL;SÃO PAULO;EMBU DAS ARTES;5.53
2022;1;JANEIRO;DIESEL;SÃO PAULO;FRANCA;5.21
2022;1;JANEIRO;DIESEL;SÃO PAULO;GARCA;5.52
2022;1;JANEIRO;DIESEL;SÃO PAULO;GUARATINGUETA;5.54
2022;1;JANEIRO;DIESEL;SÃO PAULO;GUARUJA;5.46
2022;1;JANEIRO;DIESEL;SÃO PAULO;GUARULHOS;5.32
2022;1;JANEIRO;DIESEL;SÃO PAULO;HORTOLANDIA;5.3
2022;1;JANEIRO;DIESEL;SÃO PAULO;IBITINGA;5.52
2022;1;JANEIRO;DIESEL;SÃO PAULO;INDAIATUBA;5.42
2022;1;JANEIRO;DIESEL;SÃO PAULO;ITANHAEM;5.64
2022;1;JANEIRO;DIESEL;SÃO PAULO;ITAPECERICA DA SERRA;5.42
2022;1;JANEIRO;DIESEL;SÃO PAULO;ITAPETININGA;5.54
2022;1;JANEIRO;DIESEL;SÃO PAULO;ITAPEVA;5.48
2022;1;JANEIRO;DIESEL;SÃO PAULO;ITAPIRA;5.46
2022;1;JANEIRO;DIESEL;SÃO PAULO;ITAPOLIS;5.4
2022;1;JANEIRO;DIESEL;SÃO PAULO;ITAQUAQUECETUBA;5.42
2022;1;JANEIRO;DIESEL;SÃO PAULO;ITATIBA;5.44
2022;1;JANEIRO;DIESEL;SÃO PAULO;ITU;5.41
2022;1;JANEIRO;DIESEL;SÃO PAULO;JABOTICABAL;5.57
2022;1;JANEIRO;DIESEL;SÃO PAULO;JACAREI;5.26
2022;1;JANEIRO;DIESEL;SÃO PAULO;JALES;5.52
2022;1;JANEIRO;DIESEL;SÃO PAULO;JAU;5.4
2022;1;JANEIRO;DIESEL;SÃO PAULO;JOSE BONIFACIO;5.4
2022;1;JANEIRO;DIESEL;SÃO PAULO;JUNDIAI;5.48
2022;1;JANEIRO;DIESEL;SÃO PAULO;LEME;5.27
2022;1;JANEIRO;DIESEL;SÃO PAULO;LIMEIRA;5.29
2022;1;JANEIRO;DIESEL;SÃO PAULO;LINS;5.44
2022;1;JANEIRO;DIESEL;SÃO PAULO;LORENA;5.27
2022;1;JANEIRO;DIESEL;SÃO PAULO;MARILIA;5.45
2022;1;JANEIRO;DIESEL;SÃO PAULO;MATAO;5.54
2022;1;JANEIRO;DIESEL;SÃO PAULO;MAUA;5.47
2022;1;JANEIRO;DIESEL;SÃO PAULO;MIRASSOL;5.41
2022;1;JANEIRO;DIESEL;SÃO PAULO;MOCOCA;5.36
2022;1;JANEIRO;DIESEL;SÃO PAULO;MOGI DAS CRUZES;5.48
2022;1;JANEIRO;DIESEL;SÃO PAULO;MOGI GUACU;5.46
2022;1;JANEIRO;DIESEL;SÃO PAULO;MOGI MIRIM;5.36
2022;1;JANEIRO;DIESEL;SÃO PAULO;MONTE ALTO;5.44
2022;1;JANEIRO;DIESEL;SÃO PAULO;OLIMPIA;5.55
2022;1;JANEIRO;DIESEL;SÃO PAULO;OSASCO;5.32
2022;1;JANEIRO;DIESEL;SÃO PAULO;OURINHOS;5.44
2022;1;JANEIRO;DIESEL;SÃO PAULO;PARAGUACU PAULISTA;5.47
2022;1;JANEIRO;DIESEL;SÃO PAULO;PAULINIA;5.35
2022;1;JANEIRO;DIESEL;SÃO PAULO;PINDAMONHANGABA;5.63
2022;1;JANEIRO;DIESEL;SÃO PAULO;PIRACICABA;5.37
2022;1;JANEIRO;DIESEL;SÃO PAULO;PIRASSUNUNGA;5.39
2022;1;JANEIRO;DIESEL;SÃO PAULO;POA;5.03
2022;1;JANEIRO;DIESEL;SÃO PAULO;PORTO FERREIRA;5.49
2022;1;JANEIRO;DIESEL;SÃO PAULO;PRAIA GRANDE;5.38
2022;1;JANEIRO;DIESEL;SÃO PAULO;PRESIDENTE PRUDENTE;5.53
2022;1;JANEIRO;DIESEL;SÃO PAULO;PRESIDENTE VENCESLAU;5.59
2022;1;JANEIRO;DIESEL;SÃO PAULO;RIBEIRAO PIRES;5.5
2022;1;JANEIRO;DIESEL;SÃO PAULO;RIBEIRAO PRETO;5.35
2022;1;JANEIRO;DIESEL;SÃO PAULO;RIO CLARO;5.32
2022;1;JANEIRO;DIESEL;SÃO PAULO;SALTO;5.47
